Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
41038 Dos Hermanas;4103801 Dos Hermanas distrito 01;4103801005 Dos Hermanas sección 01005;Renta neta media por hogar;2023;32.747
41038 Dos Hermanas;4103801 Dos Hermanas distrito 01;4103801006 Dos Hermanas sección 01006;Renta neta media por hogar;2023;26.661
41038 Dos Hermanas;4103801 Dos Hermanas distrito 01;4103801007 Dos Hermanas sección 01007;Renta neta media por hogar;2023;33.650
41038 Dos Hermanas;4103801 Dos Hermanas distrito 01;4103801008 Dos Hermanas sección 01008;Renta neta media por hogar;2023;25.299
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;;Renta neta media por hogar;2023;31.387
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802001 Dos Hermanas sección 02001;Renta neta media por hogar;2023;39.211
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802002 Dos Hermanas sección 02002;Renta neta media por hogar;2023;34.560
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802003 Dos Hermanas sección 02003;Renta neta media por hogar;2023;35.547
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802004 Dos Hermanas sección 02004;Renta neta media por hogar;2023;35.504
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802005 Dos Hermanas sección 02005;Renta neta media por hogar;2023;31.006
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802006 Dos Hermanas sección 02006;Renta neta media por hogar;2023;32.962
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802007 Dos Hermanas sección 02007;Renta neta media por hogar;2023;26.778
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802008 Dos Hermanas sección 02008;Renta neta media por hogar;2023;30.296
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802009 Dos Hermanas sección 02009;Renta neta media por hogar;2023;22.968
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802010 Dos Hermanas sección 02010;Renta neta media por hogar;2023;21.911
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802011 Dos Hermanas sección 02011;Renta neta media por hogar;2023;30.323
41038 Dos Hermanas;4103802 Dos Hermanas distrito 02;4103802012 Dos Hermanas sección 02012;Renta neta media por hogar;2023;24.677
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;;Renta neta media por hogar;2023;34.620
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803001 Dos Hermanas sección 03001;Renta neta media por hogar;2023;24.319
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803002 Dos Hermanas sección 03002;Renta neta media por hogar;2023;29.288
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803003 Dos Hermanas sección 03003;Renta neta media por hogar;2023;26.001
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803004 Dos Hermanas sección 03004;Renta neta media por hogar;2023;29.091
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803005 Dos Hermanas sección 03005;Renta neta media por hogar;2023;26.711
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803006 Dos Hermanas sección 03006;Renta neta media por hogar;2023;71.275
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803007 Dos Hermanas sección 03007;Renta neta media por hogar;2023;25.678
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803008 Dos Hermanas sección 03008;Renta neta media por hogar;2023;30.206
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803009 Dos Hermanas sección 03009;Renta neta media por hogar;2023;23.405
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803010 Dos Hermanas sección 03010;Renta neta media por hogar;2023;32.244
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803011 Dos Hermanas sección 03011;Renta neta media por hogar;2023;37.467
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803012 Dos Hermanas sección 03012;Renta neta media por hogar;2023;35.567
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803013 Dos Hermanas sección 03013;Renta neta media por hogar;2023;46.116
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803014 Dos Hermanas sección 03014;Renta neta media por hogar;2023;35.919
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803015 Dos Hermanas sección 03015;Renta neta media por hogar;2023;35.338
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803016 Dos Hermanas sección 03016;Renta neta media por hogar;2023;49.369
41038 Dos Hermanas;4103803 Dos Hermanas distrito 03;4103803017 Dos Hermanas sección 03017;Renta neta media por hogar;2023;59.454
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;;Renta neta media por hogar;2023;36.479
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804001 Dos Hermanas sección 04001;Renta neta media por hogar;2023;30.735
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804002 Dos Hermanas sección 04002;Renta neta media por hogar;2023;45.395
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804003 Dos Hermanas sección 04003;Renta neta media por hogar;2023;23.680
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804004 Dos Hermanas sección 04004;Renta neta media por hogar;2023;29.169
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804005 Dos Hermanas sección 04005;Renta neta media por hogar;2023;39.566
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804006 Dos Hermanas sección 04006;Renta neta media por hogar;2023;31.446
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804007 Dos Hermanas sección 04007;Renta neta media por hogar;2023;39.140
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804008 Dos Hermanas sección 04008;Renta neta media por hogar;2023;34.373
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804009 Dos Hermanas sección 04009;Renta neta media por hogar;2023;32.545
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804010 Dos Hermanas sección 04010;Renta neta media por hogar;2023;30.444
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804011 Dos Hermanas sección 04011;Renta neta media por hogar;2023;33.129
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804012 Dos Hermanas sección 04012;Renta neta media por hogar;2023;29.579
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804013 Dos Hermanas sección 04013;Renta neta media por hogar;2023;33.549
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804014 Dos Hermanas sección 04014;Renta neta media por hogar;2023;37.798
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804015 Dos Hermanas sección 04015;Renta neta media por hogar;2023;49.542
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804016 Dos Hermanas sección 04016;Renta neta media por hogar;2023;33.512
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804017 Dos Hermanas sección 04017;Renta neta media por hogar;2023;34.150
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804018 Dos Hermanas sección 04018;Renta neta media por hogar;2023;48.446
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804019 Dos Hermanas sección 04019;Renta neta media por hogar;2023;36.516
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804020 Dos Hermanas sección 04020;Renta neta media por hogar;2023;35.628
41038 Dos Hermanas;4103804 Dos Hermanas distrito 04;4103804021 Dos Hermanas sección 04021;Renta neta media por hogar;2023;47.089
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;;Renta neta media por hogar;2023;44.579
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805001 Dos Hermanas sección 05001;Renta neta media por hogar;2023;28.750
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805002 Dos Hermanas sección 05002;Renta neta media por hogar;2023;30.162
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805003 Dos Hermanas sección 05003;Renta neta media por hogar;2023;43.476
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805004 Dos Hermanas sección 05004;Renta neta media por hogar;2023;31.271
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805005 Dos Hermanas sección 05005;Renta neta media por hogar;2023;30.192
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805006 Dos Hermanas sección 05006;Renta neta media por hogar;2023;32.136
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805007 Dos Hermanas sección 05007;Renta neta media por hogar;2023;43.734
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805008 Dos Hermanas sección 05008;Renta neta media por hogar;2023;48.606
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805009 Dos Hermanas sección 05009;Renta neta media por hogar;2023;63.207
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805010 Dos Hermanas sección 05010;Renta neta media por hogar;2023;38.948
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805011 Dos Hermanas sección 05011;Renta neta media por hogar;2023;31.752
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805012 Dos Hermanas sección 05012;Renta neta media por hogar;2023;63.442
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805013 Dos Hermanas sección 05013;Renta neta media por hogar;2023;35.829
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805014 Dos Hermanas sección 05014;Renta neta media por hogar;2023;53.448
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805015 Dos Hermanas sección 05015;Renta neta media por hogar;2023;63.104
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805016 Dos Hermanas sección 05016;Renta neta media por hogar;2023;43.371
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805017 Dos Hermanas sección 05017;Renta neta media por hogar;2023;40.464
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805018 Dos Hermanas sección 05018;Renta neta media por hogar;2023;37.324
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805019 Dos Hermanas sección 05019;Renta neta media por hogar;2023;64.524
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805020 Dos Hermanas sección 05020;Renta neta media por hogar;2023;95.593
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805021 Dos Hermanas sección 05021;Renta neta media por hogar;2023;36.824
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805022 Dos Hermanas sección 05022;Renta neta media por hogar;2023;55.543
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805023 Dos Hermanas sección 05023;Renta neta media por hogar;2023;35.084
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805024 Dos Hermanas sección 05024;Renta neta media por hogar;2023;45.918
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805025 Dos Hermanas sección 05025;Renta neta media por hogar;2023;62.119
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805026 Dos Hermanas sección 05026;Renta neta media por hogar;2023;34.992
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805027 Dos Hermanas sección 05027;Renta neta media por hogar;2023;40.292
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805028 Dos Hermanas sección 05028;Renta neta media por hogar;2023;32.504
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805029 Dos Hermanas sección 05029;Renta neta media por hogar;2023;38.727
41038 Dos Hermanas;4103805 Dos Hermanas distrito 05;4103805030 Dos Hermanas sección 05030;Renta neta media por hogar;2023;44.723
41039 Écija;;;Renta neta media por hogar;2023;29.634
41039 Écija;4103901 Écija distrito 01;;Renta neta media por hogar;2023;27.369
41039 Écija;4103901 Écija distrito 01;4103901001 Écija sección 01001;Renta neta media por hogar;2023;39.451
41039 Écija;4103901 Écija distrito 01;4103901002 Écija sección 01002;Renta neta media por hogar;2023;26.794
41039 Écija;4103901 Écija distrito 01;4103901003 Écija sección 01003;Renta neta media por hogar;2023;26.618
41039 Écija;4103901 Écija distrito 01;4103901004 Écija sección 01004;Renta neta media por hogar;2023;25.277
41039 Écija;4103901 Écija distrito 01;4103901005 Écija sección 01005;Renta neta media por hogar;2023;28.483
41039 Écija;4103901 Écija distrito 01;4103901006 Écija sección 01006;Renta neta media por hogar;2023;21.642
41039 Écija;4103901 Écija distrito 01;4103901007 Écija sección 01007;Renta neta media por hogar;2023;23.235
41039 Écija;4103901 Écija distrito 01;4103901008 Écija sección 01008;Renta neta media por hogar;2023;28.217
41039 Écija;4103901 Écija distrito 01;4103901009 Écija sección 01009;Renta neta media por hogar;2023;27.287
41039 Écija;4103901 Écija distrito 01;4103901010 Écija sección 01010;Renta neta media por hogar;2023;32.376
41039 Écija;4103902 Écija distrito 02;;Renta neta media por hogar;2023;31.668
41039 Écija;4103902 Écija distrito 02;4103902002 Écija sección 02002;Renta neta media por hogar;2023;36.427
41039 Écija;4103902 Écija distrito 02;4103902003 Écija sección 02003;Renta neta media por hogar;2023;30.894
41039 Écija;4103902 Écija distrito 02;4103902004 Écija sección 02004;Renta neta media por hogar;2023;28.707
41039 Écija;4103902 Écija distrito 02;4103902005 Écija sección 02005;Renta neta media por hogar;2023;30.036
41039 Écija;4103903 Écija distrito 03;;Renta neta media por hogar;2023;27.796
41039 Écija;4103903 Écija distrito 03;4103903001 Écija sección 03001;Renta neta media por hogar;2023;23.541
41039 Écija;4103903 Écija distrito 03;4103903002 Écija sección 03002;Renta neta media por hogar;2023;27.881
41039 Écija;4103903 Écija distrito 03;4103903003 Écija sección 03003;Renta neta media por hogar;2023;29.005
41039 Écija;4103903 Écija distrito 03;4103903004 Écija sección 03004;Renta neta media por hogar;2023;30.162
41039 Écija;4103903 Écija distrito 03;4103903005 Écija sección 03005;Renta neta media por hogar;2023;20.968
41039 Écija;4103903 Écija distrito 03;4103903006 Écija sección 03006;Renta neta media por hogar;2023;28.117
41039 Écija;4103903 Écija distrito 03;4103903007 Écija sección 03007;Renta neta media por hogar;2023;32.826
41039 Écija;4103904 Écija distrito 04;;Renta neta media por hogar;2023;34.967
41039 Écija;4103904 Écija distrito 04;4103904001 Écija sección 04001;Renta neta media por hogar;2023;38.845
41039 Écija;4103904 Écija distrito 04;4103904002 Écija sección 04002;Renta neta media por hogar;2023;37.655
41039 Écija;4103904 Écija distrito 04;4103904004 Écija sección 04004;Renta neta media por hogar;2023;28.313
41039 Écija;4103904 Écija distrito 04;4103904005 Écija sección 04005;Renta neta media por hogar;2023;41.953
41039 Écija;4103904 Écija distrito 04;4103904006 Écija sección 04006;Renta neta media por hogar;2023;33.476
41039 Écija;4103904 Écija distrito 04;4103904007 Écija sección 04007;Renta neta media por hogar;2023;31.927
41039 Écija;4103905 Écija distrito 05;;Renta neta media por hogar;2023;28.983
41039 Écija;4103905 Écija distrito 05;4103905001 Écija sección 05001;Renta neta media por hogar;2023;31.367
41039 Écija;4103905 Écija distrito 05;4103905002 Écija sección 05002;Renta neta media por hogar;2023;27.088
41039 Écija;4103905 Écija distrito 05;4103905003 Écija sección 05003;Renta neta media por hogar;2023;29.194
41040 Espartinas;;;Renta neta media por hogar;2023;48.244
41040 Espartinas;4104001 Espartinas distrito 01;;Renta neta media por hogar;2023;48.244
41040 Espartinas;4104001 Espartinas distrito 01;4104001001 Espartinas sección 01001;Renta neta media por hogar;2023;36.806
41040 Espartinas;4104001 Espartinas distrito 01;4104001002 Espartinas sección 01002;Renta neta media por hogar;2023;43.255
41040 Espartinas;4104001 Espartinas distrito 01;4104001003 Espartinas sección 01003;Renta neta media por hogar;2023;46.319
41040 Espartinas;4104001 Espartinas distrito 01;4104001004 Espartinas sección 01004;Renta neta media por hogar;2023;50.438
41040 Espartinas;4104001 Espartinas distrito 01;4104001005 Espartinas sección 01005;Renta neta media por hogar;2023;46.478
41040 Espartinas;4104001 Espartinas distrito 01;4104001006 Espartinas sección 01006;Renta neta media por hogar;2023;43.590
41040 Espartinas;4104001 Espartinas distrito 01;4104001007 Espartinas sección 01007;Renta neta media por hogar;2023;55.177
41040 Espartinas;4104001 Espartinas distrito 01;4104001008 Espartinas sección 01008;Renta neta media por hogar;2023;55.096
41040 Espartinas;4104001 Espartinas distrito 01;4104001009 Espartinas sección 01009;Renta neta media por hogar;2023;72.855
41041 Estepa;;;Renta neta media por hogar;2023;29.035
41041 Estepa;4104101 Estepa distrito 01;;Renta neta media por hogar;2023;28.423
41041 Estepa;4104101 Estepa distrito 01;4104101001 Estepa sección 01001;Renta neta media por hogar;2023;27.521
41041 Estepa;4104101 Estepa distrito 01;4104101002 Estepa sección 01002;Renta neta media por hogar;2023;29.594
41041 Estepa;4104102 Estepa distrito 02;;Renta neta media por hogar;2023;31.213
41041 Estepa;4104102 Estepa distrito 02;4104102001 Estepa sección 02001;Renta neta media por hogar;2023;32.141
41041 Estepa;4104102 Estepa distrito 02;4104102002 Estepa sección 02002;Renta neta media por hogar;2023;30.298
41041 Estepa;4104103 Estepa distrito 03;;Renta neta media por hogar;2023;26.058
41041 Estepa;4104103 Estepa distrito 03;4104103001 Estepa sección 03001;Renta neta media por hogar;2023;25.899
41041 Estepa;4104103 Estepa distrito 03;4104103002 Estepa sección 03002;Renta neta media por hogar;2023;26.195
41041 Estepa;4104104 Estepa distrito 04;;Renta neta media por hogar;2023;30.209
41041 Estepa;4104104 Estepa distrito 04;4104104001 Estepa sección 04001;Renta neta media por hogar;2023;29.413
41041 Estepa;4104104 Estepa distrito 04;4104104002 Estepa sección 04002;Renta neta media por hogar;2023;31.020
41042 Fuentes de Andalucía;;;Renta neta media por hogar;2023;27.480
41042 Fuentes de Andalucía;4104201 Fuentes de Andalucía distrito 01;;Renta neta media por hogar;2023;27.543
41042 Fuentes de Andalucía;4104201 Fuentes de Andalucía distrito 01;4104201001 Fuentes de Andalucía sección 01001;Renta neta media por hogar;2023;27.543
41042 Fuentes de Andalucía;4104201 Fuentes de Andalucía distrito 01;4104201002 Fuentes de Andalucía sección 01002;Renta neta media por hogar;2023;""
41042 Fuentes de Andalucía;4104202 Fuentes de Andalucía distrito 02;;Renta neta media por hogar;2023;26.527
41042 Fuentes de Andalucía;4104202 Fuentes de Andalucía distrito 02;4104202001 Fuentes de Andalucía sección 02001;Renta neta media por hogar;2023;26.657
41042 Fuentes de Andalucía;4104202 Fuentes de Andalucía distrito 02;4104202002 Fuentes de Andalucía sección 02002;Renta neta media por hogar;2023;26.461
41042 Fuentes de Andalucía;4104203 Fuentes de Andalucía distrito 03;;Renta neta media por hogar;2023;28.019
41042 Fuentes de Andalucía;4104203 Fuentes de Andalucía distrito 03;4104203001 Fuentes de Andalucía sección 03001;Renta neta media por hogar;2023;26.088
41042 Fuentes de Andalucía;4104203 Fuentes de Andalucía distrito 03;4104203002 Fuentes de Andalucía sección 03002;Renta neta media por hogar;2023;30.101
41043 Garrobo, El;;;Renta neta media por hogar;2023;26.504
41043 Garrobo, El;4104301 Garrobo, El distrito 01;;Renta neta media por hogar;2023;26.504
41043 Garrobo, El;4104301 Garrobo, El distrito 01;4104301001 Garrobo, El sección 01001;Renta neta media por hogar;2023;26.504
41044 Gelves;;;Renta neta media por hogar;2023;39.020
41044 Gelves;4104401 Gelves distrito 01;;Renta neta media por hogar;2023;39.020
41044 Gelves;4104401 Gelves distrito 01;4104401001 Gelves sección 01001;Renta neta media por hogar;2023;30.083
41044 Gelves;4104401 Gelves distrito 01;4104401002 Gelves sección 01002;Renta neta media por hogar;2023;44.521
41044 Gelves;4104401 Gelves distrito 01;4104401003 Gelves sección 01003;Renta neta media por hogar;2023;27.796
41044 Gelves;4104401 Gelves distrito 01;4104401004 Gelves sección 01004;Renta neta media por hogar;2023;39.950
41044 Gelves;4104401 Gelves distrito 01;4104401005 Gelves sección 01005;Renta neta media por hogar;2023;35.162
41044 Gelves;4104401 Gelves distrito 01;4104401006 Gelves sección 01006;Renta neta media por hogar;2023;38.570
41044 Gelves;4104401 Gelves distrito 01;4104401007 Gelves sección 01007;Renta neta media por hogar;2023;60.656
41045 Gerena;;;Renta neta media por hogar;2023;32.281
41045 Gerena;4104501 Gerena distrito 01;;Renta neta media por hogar;2023;30.053
41045 Gerena;4104501 Gerena distrito 01;4104501001 Gerena sección 01001;Renta neta media por hogar;2023;30.481
41045 Gerena;4104501 Gerena distrito 01;4104501002 Gerena sección 01002;Renta neta media por hogar;2023;29.197
41045 Gerena;4104502 Gerena distrito 02;;Renta neta media por hogar;2023;33.545
41045 Gerena;4104502 Gerena distrito 02;4104502001 Gerena sección 02001;Renta neta media por hogar;2023;33.323
41045 Gerena;4104502 Gerena distrito 02;4104502002 Gerena sección 02002;Renta neta media por hogar;2023;33.652
41045 Gerena;4104502 Gerena distrito 02;4104502003 Gerena sección 02003;Renta neta media por hogar;2023;32.316
41045 Gerena;4104502 Gerena distrito 02;4104502004 Gerena sección 02004;Renta neta media por hogar;2023;34.994
41046 Gilena;;;Renta neta media por hogar;2023;29.407
41046 Gilena;4104601 Gilena distrito 01;;Renta neta media por hogar;2023;29.449
41046 Gilena;4104601 Gilena distrito 01;4104601001 Gilena sección 01001;Renta neta media por hogar;2023;29.449
41046 Gilena;4104602 Gilena distrito 02;;Renta neta media por hogar;2023;29.375
41046 Gilena;4104602 Gilena distrito 02;4104602001 Gilena sección 02001;Renta neta media por hogar;2023;29.375
41047 Gines;;;Renta neta media por hogar;2023;44.225
41047 Gines;4104701 Gines distrito 01;;Renta neta media por hogar;2023;44.225
41047 Gines;4104701 Gines distrito 01;4104701001 Gines sección 01001;Renta neta media por hogar;2023;32.454
41047 Gines;4104701 Gines distrito 01;4104701002 Gines sección 01002;Renta neta media por hogar;2023;43.339
41047 Gines;4104701 Gines distrito 01;4104701003 Gines sección 01003;Renta neta media por hogar;2023;43.397
41047 Gines;4104701 Gines distrito 01;4104701004 Gines sección 01004;Renta neta media por hogar;2023;39.014
41047 Gines;4104701 Gines distrito 01;4104701005 Gines sección 01005;Renta neta media por hogar;2023;59.022
41047 Gines;4104701 Gines distrito 01;4104701006 Gines sección 01006;Renta neta media por hogar;2023;41.569
41047 Gines;4104701 Gines distrito 01;4104701007 Gines sección 01007;Renta neta media por hogar;2023;54.683
41048 Guadalcanal;;;Renta neta media por hogar;2023;24.316
41048 Guadalcanal;4104801 Guadalcanal distrito 01;;Renta neta media por hogar;2023;25.864
41048 Guadalcanal;4104801 Guadalcanal distrito 01;4104801001 Guadalcanal sección 01001;Renta neta media por hogar;2023;25.864
41048 Guadalcanal;4104802 Guadalcanal distrito 02;;Renta neta media por hogar;2023;25.102
41048 Guadalcanal;4104802 Guadalcanal distrito 02;4104802001 Guadalcanal sección 02001;Renta neta media por hogar;2023;25.102
41048 Guadalcanal;4104803 Guadalcanal distrito 03;;Renta neta media por hogar;2023;22.197
41048 Guadalcanal;4104803 Guadalcanal distrito 03;4104803001 Guadalcanal sección 03001;Renta neta media por hogar;2023;22.197
41049 Guillena;;;Renta neta media por hogar;2023;31.354
41049 Guillena;4104901 Guillena distrito 01;;Renta neta media por hogar;2023;31.354
41049 Guillena;4104901 Guillena distrito 01;4104901001 Guillena sección 01001;Renta neta media por hogar;2023;28.869
41049 Guillena;4104901 Guillena distrito 01;4104901002 Guillena sección 01002;Renta neta media por hogar;2023;25.902
41049 Guillena;4104901 Guillena distrito 01;4104901003 Guillena sección 01003;Renta neta media por hogar;2023;26.513
41049 Guillena;4104901 Guillena distrito 01;4104901004 Guillena sección 01004;Renta neta media por hogar;2023;29.992
41049 Guillena;4104901 Guillena distrito 01;4104901005 Guillena sección 01005;Renta neta media por hogar;2023;32.338
41049 Guillena;4104901 Guillena distrito 01;4104901006 Guillena sección 01006;Renta neta media por hogar;2023;31.949
41049 Guillena;4104901 Guillena distrito 01;4104901007 Guillena sección 01007;Renta neta media por hogar;2023;27.999
41049 Guillena;4104901 Guillena distrito 01;4104901008 Guillena sección 01008;Renta neta media por hogar;2023;53.304
41050 Herrera;;;Renta neta media por hogar;2023;29.187
41050 Herrera;4105001 Herrera distrito 01;;Renta neta media por hogar;2023;28.316
41050 Herrera;4105001 Herrera distrito 01;4105001001 Herrera sección 01001;Renta neta media por hogar;2023;28.316
41050 Herrera;4105002 Herrera distrito 02;;Renta neta media por hogar;2023;27.518
41050 Herrera;4105002 Herrera distrito 02;4105002001 Herrera sección 02001;Renta neta media por hogar;2023;28.432
41050 Herrera;4105002 Herrera distrito 02;4105002002 Herrera sección 02002;Renta neta media por hogar;2023;26.318
41050 Herrera;4105003 Herrera distrito 03;;Renta neta media por hogar;2023;31.076
41050 Herrera;4105003 Herrera distrito 03;4105003001 Herrera sección 03001;Renta neta media por hogar;2023;29.334
41050 Herrera;4105003 Herrera distrito 03;4105003002 Herrera sección 03002;Renta neta media por hogar;2023;33.426
41051 Huévar del Aljarafe;;;Renta neta media por hogar;2023;31.232
41051 Huévar del Aljarafe;4105101 Huévar del Aljarafe distrito 01;;Renta neta media por hogar;2023;31.232
41051 Huévar del Aljarafe;4105101 Huévar del Aljarafe distrito 01;4105101001 Huévar del Aljarafe sección 01001;Renta neta media por hogar;2023;31.440
41051 Huévar del Aljarafe;4105101 Huévar del Aljarafe distrito 01;4105101002 Huévar del Aljarafe sección 01002;Renta neta media por hogar;2023;30.839
41052 Lantejuela;;;Renta neta media por hogar;2023;25.221
41052 Lantejuela;4105201 Lantejuela distrito 01;;Renta neta media por hogar;2023;25.221
41052 Lantejuela;4105201 Lantejuela distrito 01;4105201001 Lantejuela sección 01001;Renta neta media por hogar;2023;25.725
41052 Lantejuela;4105201 Lantejuela distrito 01;4105201002 Lantejuela sección 01002;Renta neta media por hogar;2023;24.863
41053 Lebrija;;;Renta neta media por hogar;2023;28.448
41053 Lebrija;4105301 Lebrija distrito 01;;Renta neta media por hogar;2023;30.453
41053 Lebrija;4105301 Lebrija distrito 01;4105301001 Lebrija sección 01001;Renta neta media por hogar;2023;26.980
41053 Lebrija;4105301 Lebrija distrito 01;4105301003 Lebrija sección 01003;Renta neta media por hogar;2023;29.743
41053 Lebrija;4105301 Lebrija distrito 01;4105301004 Lebrija sección 01004;Renta neta media por hogar;2023;31.785
41053 Lebrija;4105301 Lebrija distrito 01;4105301005 Lebrija sección 01005;Renta neta media por hogar;2023;33.396
41053 Lebrija;4105301 Lebrija distrito 01;4105301006 Lebrija sección 01006;Renta neta media por hogar;2023;28.683
41053 Lebrija;4105302 Lebrija distrito 02;;Renta neta media por hogar;2023;26.895
41053 Lebrija;4105302 Lebrija distrito 02;4105302001 Lebrija sección 02001;Renta neta media por hogar;2023;27.279
41053 Lebrija;4105302 Lebrija distrito 02;4105302002 Lebrija sección 02002;Renta neta media por hogar;2023;24.314
41053 Lebrija;4105302 Lebrija distrito 02;4105302003 Lebrija sección 02003;Renta neta media por hogar;2023;25.868
41053 Lebrija;4105302 Lebrija distrito 02;4105302004 Lebrija sección 02004;Renta neta media por hogar;2023;28.998
41053 Lebrija;4105303 Lebrija distrito 03;;Renta neta media por hogar;2023;30.032
41053 Lebrija;4105303 Lebrija distrito 03;4105303001 Lebrija sección 03001;Renta neta media por hogar;2023;30.049
41053 Lebrija;4105303 Lebrija distrito 03;4105303002 Lebrija sección 03002;Renta neta media por hogar;2023;29.231
41053 Lebrija;4105303 Lebrija distrito 03;4105303003 Lebrija sección 03003;Renta neta media por hogar;2023;30.565
41053 Lebrija;4105304 Lebrija distrito 04;;Renta neta media por hogar;2023;26.163
41053 Lebrija;4105304 Lebrija distrito 04;4105304001 Lebrija sección 04001;Renta neta media por hogar;2023;28.149
41053 Lebrija;4105304 Lebrija distrito 04;4105304002 Lebrija sección 04002;Renta neta media por hogar;2023;26.983
