Municipios,Distritos,Secciones,Indicadores de renta media y mediana,Periodo,Total,distrito_limpio
41091 Sevilla,4109109 Sevilla distrito 09,4109109016 Sevilla sección 09016,Renta neta media por hogar,2023,29587.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109017 Sevilla sección 09017,Renta neta media por hogar,2023,32052.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109018 Sevilla sección 09018,Renta neta media por hogar,2023,24785.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109019 Sevilla sección 09019,Renta neta media por hogar,2023,17450.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109020 Sevilla sección 09020,Renta neta media por hogar,2023,19499.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109021 Sevilla sección 09021,Renta neta media por hogar,2023,17450.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109022 Sevilla sección 09022,Renta neta media por hogar,2023,19146.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109023 Sevilla sección 09023,Renta neta media por hogar,2023,24723.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109024 Sevilla sección 09024,Renta neta media por hogar,2023,25332.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109025 Sevilla sección 09025,Renta neta media por hogar,2023,24549.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109026 Sevilla sección 09026,Renta neta media por hogar,2023,25703.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109027 Sevilla sección 09027,Renta neta media por hogar,2023,25122.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109028 Sevilla sección 09028,Renta neta media por hogar,2023,44556.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109029 Sevilla sección 09029,Renta neta media por hogar,2023,49194.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109030 Sevilla sección 09030,Renta neta media por hogar,2023,53238.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109031 Sevilla sección 09031,Renta neta media por hogar,2023,46856.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109032 Sevilla sección 09032,Renta neta media por hogar,2023,46714.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109033 Sevilla sección 09033,Renta neta media por hogar,2023,46304.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109034 Sevilla sección 09034,Renta neta media por hogar,2023,48386.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109035 Sevilla sección 09035,Renta neta media por hogar,2023,42355.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109036 Sevilla sección 09036,Renta neta media por hogar,2023,48677.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109037 Sevilla sección 09037,Renta neta media por hogar,2023,40682.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109038 Sevilla sección 09038,Renta neta media por hogar,2023,,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109039 Sevilla sección 09039,Renta neta media por hogar,2023,25602.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109040 Sevilla sección 09040,Renta neta media por hogar,2023,25346.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109041 Sevilla sección 09041,Renta neta media por hogar,2023,28090.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109042 Sevilla sección 09042,Renta neta media por hogar,2023,29099.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109043 Sevilla sección 09043,Renta neta media por hogar,2023,28687.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109044 Sevilla sección 09044,Renta neta media por hogar,2023,29442.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109045 Sevilla sección 09045,Renta neta media por hogar,2023,31158.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109046 Sevilla sección 09046,Renta neta media por hogar,2023,37442.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109047 Sevilla sección 09047,Renta neta media por hogar,2023,35298.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109048 Sevilla sección 09048,Renta neta media por hogar,2023,37260.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109049 Sevilla sección 09049,Renta neta media por hogar,2023,40382.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109050 Sevilla sección 09050,Renta neta media por hogar,2023,35212.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109051 Sevilla sección 09051,Renta neta media por hogar,2023,41662.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109052 Sevilla sección 09052,Renta neta media por hogar,2023,46923.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109053 Sevilla sección 09053,Renta neta media por hogar,2023,44011.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109054 Sevilla sección 09054,Renta neta media por hogar,2023,28378.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109055 Sevilla sección 09055,Renta neta media por hogar,2023,25208.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109056 Sevilla sección 09056,Renta neta media por hogar,2023,28153.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109057 Sevilla sección 09057,Renta neta media por hogar,2023,28954.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109058 Sevilla sección 09058,Renta neta media por hogar,2023,28440.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109059 Sevilla sección 09059,Renta neta media por hogar,2023,39082.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109060 Sevilla sección 09060,Renta neta media por hogar,2023,38364.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109061 Sevilla sección 09061,Renta neta media por hogar,2023,52345.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109062 Sevilla sección 09062,Renta neta media por hogar,2023,29422.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109063 Sevilla sección 09063,Renta neta media por hogar,2023,26634.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109064 Sevilla sección 09064,Renta neta media por hogar,2023,37707.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109065 Sevilla sección 09065,Renta neta media por hogar,2023,35806.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109066 Sevilla sección 09066,Renta neta media por hogar,2023,31539.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109067 Sevilla sección 09067,Renta neta media por hogar,2023,47447.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109068 Sevilla sección 09068,Renta neta media por hogar,2023,35318.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109069 Sevilla sección 09069,Renta neta media por hogar,2023,24029.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109070 Sevilla sección 09070,Renta neta media por hogar,2023,35953.0,Macarena - Norte
41091 Sevilla,4109109 Sevilla distrito 09,4109109071 Sevilla sección 09071,Renta neta media por hogar,2023,45832.0,Macarena - Norte
41091 Sevilla,4109110 Sevilla distrito 10,4109110001 Sevilla sección 10001,Renta neta media por hogar,2023,30926.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110002 Sevilla sección 10002,Renta neta media por hogar,2023,29040.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110003 Sevilla sección 10003,Renta neta media por hogar,2023,30945.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110004 Sevilla sección 10004,Renta neta media por hogar,2023,29563.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110005 Sevilla sección 10005,Renta neta media por hogar,2023,28978.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110006 Sevilla sección 10006,Renta neta media por hogar,2023,29659.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110007 Sevilla sección 10007,Renta neta media por hogar,2023,29497.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110008 Sevilla sección 10008,Renta neta media por hogar,2023,27533.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110009 Sevilla sección 10009,Renta neta media por hogar,2023,46913.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110010 Sevilla sección 10010,Renta neta media por hogar,2023,46460.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110011 Sevilla sección 10011,Renta neta media por hogar,2023,42838.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110012 Sevilla sección 10012,Renta neta media por hogar,2023,69761.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110013 Sevilla sección 10013,Renta neta media por hogar,2023,52548.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110014 Sevilla sección 10014,Renta neta media por hogar,2023,,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110015 Sevilla sección 10015,Renta neta media por hogar,2023,36379.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110016 Sevilla sección 10016,Renta neta media por hogar,2023,83805.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110017 Sevilla sección 10017,Renta neta media por hogar,2023,68738.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110018 Sevilla sección 10018,Renta neta media por hogar,2023,47032.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110019 Sevilla sección 10019,Renta neta media por hogar,2023,35009.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110020 Sevilla sección 10020,Renta neta media por hogar,2023,42565.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110021 Sevilla sección 10021,Renta neta media por hogar,2023,50041.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110022 Sevilla sección 10022,Renta neta media por hogar,2023,34005.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110023 Sevilla sección 10023,Renta neta media por hogar,2023,70174.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110024 Sevilla sección 10024,Renta neta media por hogar,2023,52160.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110025 Sevilla sección 10025,Renta neta media por hogar,2023,37233.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110026 Sevilla sección 10026,Renta neta media por hogar,2023,49901.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110027 Sevilla sección 10027,Renta neta media por hogar,2023,49216.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110028 Sevilla sección 10028,Renta neta media por hogar,2023,54119.0,San Pablo - Santa Justa
41091 Sevilla,4109110 Sevilla distrito 10,4109110029 Sevilla sección 10029,Renta neta media por hogar,2023,84710.0,San Pablo - Santa Justa
41091 Sevilla,4109111 Sevilla distrito 11,4109111001 Sevilla sección 11001,Renta neta media por hogar,2023,47412.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111002 Sevilla sección 11002,Renta neta media por hogar,2023,58809.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111003 Sevilla sección 11003,Renta neta media por hogar,2023,24318.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111004 Sevilla sección 11004,Renta neta media por hogar,2023,49781.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111005 Sevilla sección 11005,Renta neta media por hogar,2023,49643.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111006 Sevilla sección 11006,Renta neta media por hogar,2023,64622.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111007 Sevilla sección 11007,Renta neta media por hogar,2023,66526.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111008 Sevilla sección 11008,Renta neta media por hogar,2023,57659.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111009 Sevilla sección 11009,Renta neta media por hogar,2023,77024.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111010 Sevilla sección 11010,Renta neta media por hogar,2023,45950.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111011 Sevilla sección 11011,Renta neta media por hogar,2023,57385.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111012 Sevilla sección 11012,Renta neta media por hogar,2023,59547.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111013 Sevilla sección 11013,Renta neta media por hogar,2023,60621.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111014 Sevilla sección 11014,Renta neta media por hogar,2023,55293.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111015 Sevilla sección 11015,Renta neta media por hogar,2023,66534.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111016 Sevilla sección 11016,Renta neta media por hogar,2023,56788.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111017 Sevilla sección 11017,Renta neta media por hogar,2023,57830.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111018 Sevilla sección 11018,Renta neta media por hogar,2023,54056.0,Sur
41091 Sevilla,4109111 Sevilla distrito 11,4109111019 Sevilla sección 11019,Renta neta media por hogar,2023,55883.0,Sur
