Municipios,Distritos,Secciones,Indicadores de renta media y mediana,Periodo,Total,distrito_limpio
41091 Sevilla,4109101 Sevilla distrito 01,4109101001 Sevilla sección 01001,Renta neta media por hogar,2023,42893.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101002 Sevilla sección 01002,Renta neta media por hogar,2023,45155.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101003 Sevilla sección 01003,Renta neta media por hogar,2023,41317.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101004 Sevilla sección 01004,Renta neta media por hogar,2023,45585.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101005 Sevilla sección 01005,Renta neta media por hogar,2023,42404.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101006 Sevilla sección 01006,Renta neta media por hogar,2023,45142.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101007 Sevilla sección 01007,Renta neta media por hogar,2023,53338.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101008 Sevilla sección 01008,Renta neta media por hogar,2023,44815.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101009 Sevilla sección 01009,Renta neta media por hogar,2023,46773.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101010 Sevilla sección 01010,Renta neta media por hogar,2023,44599.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101011 Sevilla sección 01011,Renta neta media por hogar,2023,47485.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101012 Sevilla sección 01012,Renta neta media por hogar,2023,49089.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101013 Sevilla sección 01013,Renta neta media por hogar,2023,51647.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101014 Sevilla sección 01014,Renta neta media por hogar,2023,42883.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101015 Sevilla sección 01015,Renta neta media por hogar,2023,,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101016 Sevilla sección 01016,Renta neta media por hogar,2023,45707.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101017 Sevilla sección 01017,Renta neta media por hogar,2023,40332.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101018 Sevilla sección 01018,Renta neta media por hogar,2023,36490.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101019 Sevilla sección 01019,Renta neta media por hogar,2023,35503.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101020 Sevilla sección 01020,Renta neta media por hogar,2023,36576.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101021 Sevilla sección 01021,Renta neta media por hogar,2023,47913.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101022 Sevilla sección 01022,Renta neta media por hogar,2023,38200.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101023 Sevilla sección 01023,Renta neta media por hogar,2023,38323.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101024 Sevilla sección 01024,Renta neta media por hogar,2023,37853.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101025 Sevilla sección 01025,Renta neta media por hogar,2023,38441.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101026 Sevilla sección 01026,Renta neta media por hogar,2023,47520.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101027 Sevilla sección 01027,Renta neta media por hogar,2023,60764.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101028 Sevilla sección 01028,Renta neta media por hogar,2023,39622.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101029 Sevilla sección 01029,Renta neta media por hogar,2023,39704.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101030 Sevilla sección 01030,Renta neta media por hogar,2023,47335.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101032 Sevilla sección 01032,Renta neta media por hogar,2023,41174.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101033 Sevilla sección 01033,Renta neta media por hogar,2023,39843.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101034 Sevilla sección 01034,Renta neta media por hogar,2023,57972.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101035 Sevilla sección 01035,Renta neta media por hogar,2023,52765.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101036 Sevilla sección 01036,Renta neta media por hogar,2023,,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101037 Sevilla sección 01037,Renta neta media por hogar,2023,71967.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101038 Sevilla sección 01038,Renta neta media por hogar,2023,56243.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101039 Sevilla sección 01039,Renta neta media por hogar,2023,55337.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101040 Sevilla sección 01040,Renta neta media por hogar,2023,52613.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101041 Sevilla sección 01041,Renta neta media por hogar,2023,66341.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101042 Sevilla sección 01042,Renta neta media por hogar,2023,47844.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101043 Sevilla sección 01043,Renta neta media por hogar,2023,59984.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101044 Sevilla sección 01044,Renta neta media por hogar,2023,,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101045 Sevilla sección 01045,Renta neta media por hogar,2023,44961.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101046 Sevilla sección 01046,Renta neta media por hogar,2023,48087.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101047 Sevilla sección 01047,Renta neta media por hogar,2023,49054.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101048 Sevilla sección 01048,Renta neta media por hogar,2023,42015.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101049 Sevilla sección 01049,Renta neta media por hogar,2023,44188.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101050 Sevilla sección 01050,Renta neta media por hogar,2023,41114.0,Palmera - Bellavista
41091 Sevilla,4109101 Sevilla distrito 01,4109101051 Sevilla sección 01051,Renta neta media por hogar,2023,48826.0,Palmera - Bellavista
41091 Sevilla,4109102 Sevilla distrito 02,4109102001 Sevilla sección 02001,Renta neta media por hogar,2023,39638.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102002 Sevilla sección 02002,Renta neta media por hogar,2023,25236.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102003 Sevilla sección 02003,Renta neta media por hogar,2023,41877.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102004 Sevilla sección 02004,Renta neta media por hogar,2023,43194.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102005 Sevilla sección 02005,Renta neta media por hogar,2023,48494.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102006 Sevilla sección 02006,Renta neta media por hogar,2023,34364.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102007 Sevilla sección 02007,Renta neta media por hogar,2023,35892.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102008 Sevilla sección 02008,Renta neta media por hogar,2023,30130.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102009 Sevilla sección 02009,Renta neta media por hogar,2023,22306.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102010 Sevilla sección 02010,Renta neta media por hogar,2023,20867.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102011 Sevilla sección 02011,Renta neta media por hogar,2023,22095.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102012 Sevilla sección 02012,Renta neta media por hogar,2023,21664.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102013 Sevilla sección 02013,Renta neta media por hogar,2023,23043.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102014 Sevilla sección 02014,Renta neta media por hogar,2023,27937.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102015 Sevilla sección 02015,Renta neta media por hogar,2023,23762.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102016 Sevilla sección 02016,Renta neta media por hogar,2023,25401.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102017 Sevilla sección 02017,Renta neta media por hogar,2023,33142.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102018 Sevilla sección 02018,Renta neta media por hogar,2023,29978.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102019 Sevilla sección 02019,Renta neta media por hogar,2023,36599.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102020 Sevilla sección 02020,Renta neta media por hogar,2023,43677.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102021 Sevilla sección 02021,Renta neta media por hogar,2023,26440.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102022 Sevilla sección 02022,Renta neta media por hogar,2023,25827.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102023 Sevilla sección 02023,Renta neta media por hogar,2023,21347.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102024 Sevilla sección 02024,Renta neta media por hogar,2023,32070.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102025 Sevilla sección 02025,Renta neta media por hogar,2023,24086.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102026 Sevilla sección 02026,Renta neta media por hogar,2023,24315.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102027 Sevilla sección 02027,Renta neta media por hogar,2023,30204.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102028 Sevilla sección 02028,Renta neta media por hogar,2023,24770.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102029 Sevilla sección 02029,Renta neta media por hogar,2023,23666.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102030 Sevilla sección 02030,Renta neta media por hogar,2023,24889.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102031 Sevilla sección 02031,Renta neta media por hogar,2023,19848.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102032 Sevilla sección 02032,Renta neta media por hogar,2023,36937.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102033 Sevilla sección 02033,Renta neta media por hogar,2023,30991.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102036 Sevilla sección 02036,Renta neta media por hogar,2023,22897.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102038 Sevilla sección 02038,Renta neta media por hogar,2023,28524.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102039 Sevilla sección 02039,Renta neta media por hogar,2023,27607.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102040 Sevilla sección 02040,Renta neta media por hogar,2023,29395.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102041 Sevilla sección 02041,Renta neta media por hogar,2023,20403.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102042 Sevilla sección 02042,Renta neta media por hogar,2023,22459.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102043 Sevilla sección 02043,Renta neta media por hogar,2023,30112.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102044 Sevilla sección 02044,Renta neta media por hogar,2023,43567.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102045 Sevilla sección 02045,Renta neta media por hogar,2023,38350.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102047 Sevilla sección 02047,Renta neta media por hogar,2023,19664.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102048 Sevilla sección 02048,Renta neta media por hogar,2023,45313.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102049 Sevilla sección 02049,Renta neta media por hogar,2023,25106.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102050 Sevilla sección 02050,Renta neta media por hogar,2023,25724.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102051 Sevilla sección 02051,Renta neta media por hogar,2023,,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102052 Sevilla sección 02052,Renta neta media por hogar,2023,23548.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102053 Sevilla sección 02053,Renta neta media por hogar,2023,30567.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102054 Sevilla sección 02054,Renta neta media por hogar,2023,25232.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102055 Sevilla sección 02055,Renta neta media por hogar,2023,,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102056 Sevilla sección 02056,Renta neta media por hogar,2023,34509.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102057 Sevilla sección 02057,Renta neta media por hogar,2023,28289.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102058 Sevilla sección 02058,Renta neta media por hogar,2023,21816.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102059 Sevilla sección 02059,Renta neta media por hogar,2023,,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102060 Sevilla sección 02060,Renta neta media por hogar,2023,27903.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102061 Sevilla sección 02061,Renta neta media por hogar,2023,37084.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102063 Sevilla sección 02063,Renta neta media por hogar,2023,29573.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102064 Sevilla sección 02064,Renta neta media por hogar,2023,38032.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102065 Sevilla sección 02065,Renta neta media por hogar,2023,43107.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102066 Sevilla sección 02066,Renta neta media por hogar,2023,32826.0,Casco Antiguo
41091 Sevilla,4109102 Sevilla distrito 02,4109102067 Sevilla sección 02067,Renta neta media por hogar,2023,40783.0,Casco Antiguo
41091 Sevilla,4109103 Sevilla distrito 03,4109103001 Sevilla sección 03001,Renta neta media por hogar,2023,46799.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103002 Sevilla sección 03002,Renta neta media por hogar,2023,49622.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103003 Sevilla sección 03003,Renta neta media por hogar,2023,66034.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103004 Sevilla sección 03004,Renta neta media por hogar,2023,40438.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103005 Sevilla sección 03005,Renta neta media por hogar,2023,54480.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103006 Sevilla sección 03006,Renta neta media por hogar,2023,60182.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103007 Sevilla sección 03007,Renta neta media por hogar,2023,38385.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103008 Sevilla sección 03008,Renta neta media por hogar,2023,47908.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103009 Sevilla sección 03009,Renta neta media por hogar,2023,50942.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103010 Sevilla sección 03010,Renta neta media por hogar,2023,63186.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103011 Sevilla sección 03011,Renta neta media por hogar,2023,59908.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103012 Sevilla sección 03012,Renta neta media por hogar,2023,45416.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103013 Sevilla sección 03013,Renta neta media por hogar,2023,55195.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103014 Sevilla sección 03014,Renta neta media por hogar,2023,58180.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103015 Sevilla sección 03015,Renta neta media por hogar,2023,54673.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103016 Sevilla sección 03016,Renta neta media por hogar,2023,43625.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103017 Sevilla sección 03017,Renta neta media por hogar,2023,78028.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103019 Sevilla sección 03019,Renta neta media por hogar,2023,37798.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103020 Sevilla sección 03020,Renta neta media por hogar,2023,34401.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103021 Sevilla sección 03021,Renta neta media por hogar,2023,34617.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103022 Sevilla sección 03022,Renta neta media por hogar,2023,32946.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103023 Sevilla sección 03023,Renta neta media por hogar,2023,41887.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103024 Sevilla sección 03024,Renta neta media por hogar,2023,36908.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103025 Sevilla sección 03025,Renta neta media por hogar,2023,35347.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103026 Sevilla sección 03026,Renta neta media por hogar,2023,41045.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103027 Sevilla sección 03027,Renta neta media por hogar,2023,57841.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103028 Sevilla sección 03028,Renta neta media por hogar,2023,76888.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103029 Sevilla sección 03029,Renta neta media por hogar,2023,58061.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103030 Sevilla sección 03030,Renta neta media por hogar,2023,43196.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103031 Sevilla sección 03031,Renta neta media por hogar,2023,42522.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103032 Sevilla sección 03032,Renta neta media por hogar,2023,58456.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103033 Sevilla sección 03033,Renta neta media por hogar,2023,62349.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103034 Sevilla sección 03034,Renta neta media por hogar,2023,50801.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103035 Sevilla sección 03035,Renta neta media por hogar,2023,43862.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103036 Sevilla sección 03036,Renta neta media por hogar,2023,52521.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103037 Sevilla sección 03037,Renta neta media por hogar,2023,56854.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103038 Sevilla sección 03038,Renta neta media por hogar,2023,73285.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103039 Sevilla sección 03039,Renta neta media por hogar,2023,45073.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103040 Sevilla sección 03040,Renta neta media por hogar,2023,61228.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103041 Sevilla sección 03041,Renta neta media por hogar,2023,60582.0,Cerro - Amate
41091 Sevilla,4109103 Sevilla distrito 03,4109103042 Sevilla sección 03042,Renta neta media por hogar,2023,45583.0,Cerro - Amate
41091 Sevilla,4109104 Sevilla distrito 04,4109104001 Sevilla sección 04001,Renta neta media por hogar,2023,17450.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104002 Sevilla sección 04002,Renta neta media por hogar,2023,17507.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104003 Sevilla sección 04003,Renta neta media por hogar,2023,17450.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104004 Sevilla sección 04004,Renta neta media por hogar,2023,17450.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104005 Sevilla sección 04005,Renta neta media por hogar,2023,17664.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104006 Sevilla sección 04006,Renta neta media por hogar,2023,17530.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104007 Sevilla sección 04007,Renta neta media por hogar,2023,21589.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104008 Sevilla sección 04008,Renta neta media por hogar,2023,19707.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104009 Sevilla sección 04009,Renta neta media por hogar,2023,21459.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104010 Sevilla sección 04010,Renta neta media por hogar,2023,29145.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104011 Sevilla sección 04011,Renta neta media por hogar,2023,20058.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104012 Sevilla sección 04012,Renta neta media por hogar,2023,21795.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104013 Sevilla sección 04013,Renta neta media por hogar,2023,20364.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104014 Sevilla sección 04014,Renta neta media por hogar,2023,28625.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104015 Sevilla sección 04015,Renta neta media por hogar,2023,34686.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104016 Sevilla sección 04016,Renta neta media por hogar,2023,24252.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104017 Sevilla sección 04017,Renta neta media por hogar,2023,26574.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104018 Sevilla sección 04018,Renta neta media por hogar,2023,25071.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104019 Sevilla sección 04019,Renta neta media por hogar,2023,28558.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104020 Sevilla sección 04020,Renta neta media por hogar,2023,27585.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104021 Sevilla sección 04021,Renta neta media por hogar,2023,26408.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104022 Sevilla sección 04022,Renta neta media por hogar,2023,28511.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104023 Sevilla sección 04023,Renta neta media por hogar,2023,32287.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104024 Sevilla sección 04024,Renta neta media por hogar,2023,31844.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104025 Sevilla sección 04025,Renta neta media por hogar,2023,27975.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104026 Sevilla sección 04026,Renta neta media por hogar,2023,26740.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104027 Sevilla sección 04027,Renta neta media por hogar,2023,17450.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104028 Sevilla sección 04028,Renta neta media por hogar,2023,,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104029 Sevilla sección 04029,Renta neta media por hogar,2023,,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104030 Sevilla sección 04030,Renta neta media por hogar,2023,19853.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104031 Sevilla sección 04031,Renta neta media por hogar,2023,25440.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104032 Sevilla sección 04032,Renta neta media por hogar,2023,31576.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104033 Sevilla sección 04033,Renta neta media por hogar,2023,26876.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104034 Sevilla sección 04034,Renta neta media por hogar,2023,34047.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104035 Sevilla sección 04035,Renta neta media por hogar,2023,25982.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104036 Sevilla sección 04036,Renta neta media por hogar,2023,21790.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104037 Sevilla sección 04037,Renta neta media por hogar,2023,24390.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104038 Sevilla sección 04038,Renta neta media por hogar,2023,,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104039 Sevilla sección 04039,Renta neta media por hogar,2023,25616.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104040 Sevilla sección 04040,Renta neta media por hogar,2023,27452.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104041 Sevilla sección 04041,Renta neta media por hogar,2023,33485.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104042 Sevilla sección 04042,Renta neta media por hogar,2023,30436.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104043 Sevilla sección 04043,Renta neta media por hogar,2023,27412.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104044 Sevilla sección 04044,Renta neta media por hogar,2023,24709.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104045 Sevilla sección 04045,Renta neta media por hogar,2023,31926.0,Este - Alcosa - Torreblanca
41091 Sevilla,4109104 Sevilla distrito 04,4109104046 Sevilla sección 04046,Renta neta media por hogar,2023,28355.0,Este - Alcosa - Torreblanca
